Company Name,Contact First Name,Contact Last Name,Email,Phone,Lead Status,City,State,Website,Notes,Source Database,Business Type,Channel,Reply Received,Reply Summary,Date First Contacted,Notion URL
hudsonvendorportalsupport@hudsongroup.com,,,hudsonvendorportalsupport@hudsongroup.com,,Sent,,,,,Email Activity Log,,B2B Direct,Yes,"RE: New Vendor Registration — American-Made, Dye-Free Gummy Bears | USA Gummies",2026-04-04,https://www.notion.so/33a4c0c42c2e8132afcdf7bffc19c795
customerservice@itsugar.com,,,customerservice@itsugar.com,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-04,https://www.notion.so/33a4c0c42c2e8182893ad962564ffc75
guest@racetrac.com,,,guest@racetrac.com,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-04,https://www.notion.so/33a4c0c42c2e818cbb0ad5d6ce1b67cd
Wilco Farm Stores,,,info@farmstore.com,,Bounced,,,,,Email Activity Log,,B2B Direct,No,,2026-04-05,https://www.notion.so/33a4c0c42c2e81c5862fe5c235672726
customer.service@starboardcruise.com,,,customer.service@starboardcruise.com,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-04,https://www.notion.so/33a4c0c42c2e81d79986ea52aa05debc
jenny.mclain@globalicons.com,,,jenny.mclain@globalicons.com,,Sent,,,,,Email Activity Log,,B2B Direct,Yes,RE: America250 Licensing Inquiry — Food & Confectionery (USA Gummies),2026-04-04,https://www.notion.so/33a4c0c42c2e81e99589da02c3d34c1d
support@madeinusa.com,,,support@madeinusa.com,,Sent,,,,,Email Activity Log,,B2B Direct,Yes,Re: Product Listing Inquiry — USA Gummies (100% American-Made Gummy Bears),2026-04-04,https://www.notion.so/33a4c0c42c2e81eaa63fd53f302afd2f
sales@mnstatefair.org,,,sales@mnstatefair.org,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-04,https://www.notion.so/33a4c0c42c2e81f7bbd8eb74a3eded0f
info@intrepidmuseum.org,,,info@intrepidmuseum.org,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-03,https://www.notion.so/33a4c0c42c2e810da53dc7ce5988803f
sales@stuckeys.com,,,sales@stuckeys.com,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-03,https://www.notion.so/33a4c0c42c2e8110bb92f6292bff7f60
Spirit of '76,,,scm@76wholesale.com,,Sent,,,,,Email Activity Log,,Distributor,No,,2026-04-03,https://www.notion.so/33a4c0c42c2e8119906bf1481192e9db
info@ussalabama.com,,,info@ussalabama.com,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-03,https://www.notion.so/33a4c0c42c2e811d8b52effec7ea1c0f
lperkins@naturalgrocers.com,,,lperkins@naturalgrocers.com,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-03,https://www.notion.so/33a4c0c42c2e812a879bcc063e379bbc
Cabela's / Bass Pro Shops,,,marketing@basspro.com,,Sent,,,,,Email Activity Log,,Distributor,No,,2026-04-03,https://www.notion.so/33a4c0c42c2e8137a1c3fe8220a3c35f
nmaahcmuseumstore@si.edu,,,nmaahcmuseumstore@si.edu,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-03,https://www.notion.so/33a4c0c42c2e813cae48f410c0007a92
ggarcia@midway.org,,,ggarcia@midway.org,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-03,https://www.notion.so/33a4c0c42c2e814ca203e9002b6ca4ad
ksoulia@vermontcountrystore.com,,,ksoulia@vermontcountrystore.com,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-03,https://www.notion.so/33a4c0c42c2e815ab9d5c4391ec552bc
Patriotic Patch,,,info@patriotpatch.co,,Sent,,,,,Email Activity Log,,Distributor,No,,2026-04-03,https://www.notion.so/33a4c0c42c2e8172b886dbb6e7863962
guestrelations@greatwolf.com,,,guestrelations@greatwolf.com,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-03,https://www.notion.so/33a4c0c42c2e817b9f35cc7ba9799351
Holiday World & Splashin' Safari Gift Shop,,,fun@holidayworld.com,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-03,https://www.notion.so/33a4c0c42c2e817ba8fed4a33cacecea
vendor.guide@worldmarket.com,,,vendor.guide@worldmarket.com,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-03,https://www.notion.so/33a4c0c42c2e81dcbcb7c076c0a271ae
San Diego Zoo gift shops,,,invcontrol@sdzwa.org,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-06,https://www.notion.so/33a4c0c42c2e813994cdd505244faa4a
Kwik Trip,,,help@kwiktripmerch.com,,Sent,,,,,Email Activity Log,,B2B Direct,No,,2026-04-06,https://www.notion.so/33a4c0c42c2e81629fbcf52c6b7f386b
